from,to,Mean (data),Std (data),Mean (ref.),Std (ref.),Error
L6_TPC:A,L5_TPC:C,2.77,1.05,,,
L6_TPC:A,L5_UPC,2.49,0.794,,,
L6_TPC:A,L6_BP,1.13,0.365,,,
L6_TPC:A,L6_BPC,4.49,1.96,,,
L6_TPC:A,L6_BTC,6.32,3.74,,,
L6_TPC:A,L6_CHC,5.41,2.88,,,
L6_TPC:A,L6_DBC,1.16,0.5429999999999999,,,
L6_TPC:A,L6_HPC,3.49,1.19,,,
L6_TPC:A,L6_IPC,4.09,1.91,,,
L6_TPC:A,L6_LBC,6.91,2.55,,,
L6_TPC:A,L6_MC,6.1,2.88,,,
L6_TPC:A,L6_NBC,5.43,2.42,,,
L6_TPC:A,L6_NGC,1.5,0.7140000000000001,,,
L6_TPC:A,L6_SBC,4.93,1.86,,,
L6_TPC:A,L6_TPC:A,4.81,2.69,4.2,0.8,34.95702005730656
L6_TPC:A,L6_TPC:C,5.15,2.59,4.2,0.8,56.04719764011801
L6_TPC:A,L6_UPC,3.98,1.4,,,
L6_TPC:C,L1_DAC,1.11,0.313,,,
L6_TPC:C,L1_HAC,1.1,0.3,,,
L6_TPC:C,L1_LAC,1.14,0.44799999999999995,,,
L6_TPC:C,L1_NGC-DA,1.09,0.319,,,
L6_TPC:C,L1_NGC-SA,1.15,0.425,,,
L6_TPC:C,L1_SAC,1.14,0.47700000000000004,,,
L6_TPC:C,L23_BP,1.05,0.222,,,
L6_TPC:C,L23_BTC,1.14,0.469,,,
L6_TPC:C,L23_CHC,3.34,2.23,,,
L6_TPC:C,L23_DBC,1.16,0.418,,,
L6_TPC:C,L23_LBC,1.09,0.349,,,
L6_TPC:C,L23_MC,2.49,1.07,,,
L6_TPC:C,L23_NBC,1.13,0.439,,,
L6_TPC:C,L23_NGC,1.13,0.391,,,
L6_TPC:C,L23_SBC,1.1,0.332,,,
L6_TPC:C,L2_IPC,2.74,1.1,,,
L6_TPC:C,L2_TPC:A,2.52,0.9540000000000001,,,
L6_TPC:C,L2_TPC:B,2.63,1.25,,,
L6_TPC:C,L3_TPC:A,2.56,1.04,,,
L6_TPC:C,L3_TPC:C,2.68,0.9990000000000001,,,
L6_TPC:C,L4_BP,1.1,0.3,,,
L6_TPC:C,L4_BTC,1.09,0.319,,,
L6_TPC:C,L4_CHC,1.08,0.306,,,
L6_TPC:C,L4_DBC,1.18,0.555,,,
L6_TPC:C,L4_LBC,1.13,0.483,,,
L6_TPC:C,L4_MC,1.86,0.883,,,
L6_TPC:C,L4_NBC,2.01,0.794,,,
L6_TPC:C,L4_NGC,1.09,0.319,,,
L6_TPC:C,L4_SBC,1.31,0.611,,,
L6_TPC:C,L4_SSC,2.62,0.988,,,
L6_TPC:C,L4_TPC,2.62,0.9359999999999999,,,
L6_TPC:C,L4_UPC,2.61,1.09,,,
L6_TPC:C,L5_BP,1.08,0.306,,,
L6_TPC:C,L5_BTC,2.49,0.9540000000000001,,,
L6_TPC:C,L5_CHC,2.48,1.04,,,
L6_TPC:C,L5_DBC,1.16,0.418,,,
L6_TPC:C,L5_LBC,4.01,1.41,,,
L6_TPC:C,L5_MC,2.86,1.29,,,
L6_TPC:C,L5_NBC,2.47,0.953,,,
L6_TPC:C,L5_NGC,1.08,0.306,,,
L6_TPC:C,L5_SBC,4.15,1.71,,,
L6_TPC:C,L5_TPC:A,3.78,1.62,,,
L6_TPC:C,L5_TPC:B,4.42,2.12,,,
L6_TPC:C,L5_TPC:C,3.39,1.37,,,
L6_TPC:C,L5_UPC,3.1,1.29,,,
L6_TPC:C,L6_BP,1.04,0.196,,,
L6_TPC:C,L6_BPC,3.87,1.51,,,
L6_TPC:C,L6_BTC,5.63,2.3,,,
L6_TPC:C,L6_CHC,4.8,2.42,,,
L6_TPC:C,L6_DBC,1.11,0.34299999999999997,,,
L6_TPC:C,L6_HPC,3.34,1.52,,,
L6_TPC:C,L6_IPC,3.43,1.37,,,
L6_TPC:C,L6_LBC,5.33,1.96,,,
L6_TPC:C,L6_MC,5.49,3.23,,,
L6_TPC:C,L6_NBC,5.69,3.1,,,
L6_TPC:C,L6_NGC,2.26,1.04,,,
L6_TPC:C,L6_SBC,4.21,1.74,,,
L6_TPC:C,L6_TPC:A,4.78,2.02,4.2,0.8,41.13475177304964
L6_TPC:C,L6_TPC:C,4.38,1.58,4.2,0.8,15.126050420168044
L6_TPC:C,L6_UPC,4.41,2.08,,,
L6_UPC,L1_DAC,1.0,0.0,,,
L6_UPC,L1_HAC,1.0,0.0,,,
L6_UPC,L1_LAC,1.33,0.47100000000000003,,,
L6_UPC,L1_NGC-SA,1.0,0.0,,,
L6_UPC,L1_SAC,1.0,0.0,,,
L6_UPC,L23_BP,1.07,0.258,,,
L6_UPC,L23_BTC,1.08,0.271,,,
L6_UPC,L23_CHC,1.29,0.57,,,
L6_UPC,L23_DBC,1.12,0.484,,,
L6_UPC,L23_LBC,1.11,0.397,,,
L6_UPC,L23_MC,1.05,0.218,,,
L6_UPC,L23_NBC,1.09,0.319,,,
L6_UPC,L23_NGC,1.22,0.657,,,
L6_UPC,L23_SBC,1.08,0.271,,,
L6_UPC,L2_IPC,2.59,1.13,,,
L6_UPC,L2_TPC:A,2.32,0.601,,,
L6_UPC,L2_TPC:B,2.66,1.21,,,
L6_UPC,L3_TPC:A,2.41,1.03,,,
L6_UPC,L3_TPC:C,2.71,1.24,,,
L6_UPC,L4_BP,1.08,0.306,,,
L6_UPC,L4_BTC,1.09,0.319,,,
L6_UPC,L4_CHC,1.16,0.578,,,
L6_UPC,L4_DBC,1.08,0.306,,,
L6_UPC,L4_LBC,1.07,0.255,,,
L6_UPC,L4_MC,1.42,0.7240000000000001,,,
L6_UPC,L4_NBC,1.4,0.8490000000000001,,,
L6_UPC,L4_NGC,1.1,0.297,,,
L6_UPC,L4_SBC,1.11,0.34299999999999997,,,
L6_UPC,L4_SSC,2.61,1.17,,,
L6_UPC,L4_TPC,2.82,1.19,,,
L6_UPC,L4_UPC,2.73,1.17,,,
L6_UPC,L5_BP,1.08,0.337,,,
L6_UPC,L5_BTC,1.15,0.456,,,
L6_UPC,L5_CHC,1.11,0.42200000000000004,,,
L6_UPC,L5_DBC,1.05,0.218,,,
L6_UPC,L5_LBC,1.09,0.28600000000000003,,,
L6_UPC,L5_MC,1.12,0.354,,,
L6_UPC,L5_NBC,1.22,0.521,,,
L6_UPC,L5_NGC,1.14,0.4,,,
L6_UPC,L5_SBC,1.75,0.792,,,
L6_UPC,L5_TPC:A,3.22,1.31,,,
L6_UPC,L5_TPC:B,3.31,1.43,,,
L6_UPC,L5_TPC:C,2.63,0.9129999999999999,,,
L6_UPC,L5_UPC,2.85,1.28,,,
L6_UPC,L6_BP,1.11,0.34299999999999997,,,
L6_UPC,L6_BPC,3.46,1.73,,,
L6_UPC,L6_BTC,4.74,2.36,,,
L6_UPC,L6_CHC,4.0,1.62,,,
L6_UPC,L6_DBC,1.08,0.337,,,
L6_UPC,L6_HPC,3.67,2.06,,,
L6_UPC,L6_IPC,2.87,1.1,,,
L6_UPC,L6_LBC,3.95,1.87,,,
L6_UPC,L6_MC,4.73,3.02,,,
L6_UPC,L6_NBC,4.17,1.76,,,
L6_UPC,L6_NGC,1.14,0.425,,,
L6_UPC,L6_SBC,2.7,1.53,,,
L6_UPC,L6_TPC:A,3.8,2.35,,,
L6_UPC,L6_TPC:C,3.75,1.72,,,
L6_UPC,L6_UPC,3.68,1.49,,,
